film,no,song,singer,lyricist,composer,duration
Nadodikkattu,,Katha Nayagan,,,,
Nadodikkattu,,Chennapatnam Chinnollu,,,,
Nadodikkattu,,Tenali Rama,,,,
Nadodimannan,,"""Palam Kadakkan Padmanaabha""",M. G. Sreekumar,,,
Nadodimannan,,"""Macha Ente Matharam""","Udit Narayan , Rimi Tomy , Jyotsna Radhakrishnan , Ranjini Jose",,,
Nadodimannan,,"""Mannan Mannan Nadodi Mannan""",Afsal,,,
Nadodimannan,,Sarvarogi,Vishnu,,,
Nagamadathu Thampuratti,1,"""Aayilyam""","Chorus, Latha Raju , Zero Babu",Pappanamkodu Lakshmanan,,
Nagamadathu Thampuratti,2,"""Ethoru Karmavum""",K. J. Yesudas,Poovachal Khader,,
Nagamadathu Thampuratti,3,"""Maanmizhiyaal Manam Kavarnnu""",P. Jayachandran,Devadas,,
Nagamadathu Thampuratti,4,"""Somarasam Pakarum Lahari""","P. Susheela , Chorus",Pappanamkodu Lakshmanan,,
Nagaram Sagaram,1,"""Chanchalamizhi""",P. Jayachandran,Sreekumaran Thampi,,
Nagaram Sagaram,2,"""Ente Hridayam""",P. Madhuri,Sreekumaran Thampi,,
Nagaram Sagaram,3,"""Jeevithamaam Saagarathil""",K. J. Yesudas,Sreekumaran Thampi,,
Nagaram Sagaram,4,"""Ponnonakkili""",Ambili,Sreekumaran Thampi,,
Nagaram Sagaram,5,"""Thennalin Chundil""","P. Jayachandran, P. Madhuri",Sreekumaran Thampi,,
Nairu Pidicha Pulivalu,1,"""Kaathu Sookshichoru""",Mehboob,P. Bhaskaran,,
Nairu Pidicha Pulivalu,2,"""Haalu Pidichoru Puliyachan""",Mehboob,P. Bhaskaran,,
Nairu Pidicha Pulivalu,3,"""Ponnaninjittila Njaan""",P Leela,P. Bhaskaran,,
Nairu Pidicha Pulivalu,4,"""Iniyennu Kaanumen""",P Leela,P. Bhaskaran,,
Nairu Pidicha Pulivalu,5,"""Kannuneerithu""",P Leela,P. Bhaskaran,,
Nairu Pidicha Pulivalu,6,"""Enthinithra Panchasaara""",KP Udayabhanu,P. Bhaskaran,,
Nairu Pidicha Pulivalu,7,"""Velutha Penne""","KP Udayabhanu, P Leela",P. Bhaskaran,,
Nairu Pidicha Pulivalu,8,Dhinakku Dhinakku,"K Raghavan, Chorus, Mehboob",P. Bhaskaran,,
Najangalude Kochu Doctor,1,"""Kaattinum Thaalam""","Srividya , Balachandra Menon",,,
Najangalude Kochu Doctor,2,"""Meghangal Thenkudangal""","K. J. Yesudas , Alice",,,
Najangalude Kochu Doctor,3,"""Mekhangal""","S. Janaki , Alice",,,
Najangalude Kochu Doctor,4,"""Uthradakkattinte""","M. G. Radhakrishnan , Alice",,,
Najangalude Kochu Doctor,5,"""Vaarthinkal Paalkkudamenthum""",K. S. Chithra,,,
Nakhangal,,"""Gandharva Nagarangal""",P. Madhuri,,,
Nakhangal,,"""Krishnapakshakkili Chilachu""","K. J. Yesudas , P. Madhuri",,,
Nakhangal,,"""Maathaave Mathaave""",P. Susheela,,,
Nakhangal,,"""Nakshathrangale Saakshi""","K. J. Yesudas, Chorus",,,
Nakhangal,,"""Pushpamangalayam Bhoomikku""",K. J. Yesudas,,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,1,"""Kalarikkum""",K. K. Nishad,,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,2,"""Manassukal Thammil (Puthooram)""",K. K. Nishad,,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,3,"""Ore Mugham"" (F)",Sujatha Mohan,,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,4,"""Ore Mugham"" (D)","Vidhu Prathap , Sujatha Mohan",,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,5,"""Poomaanam""","Santhosh Keshav, Jyothi",,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,6,"""Sundari""","P. K. Sunil Kumar, Aneesha",,,
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,7,"""Thankam Kondoru (Punchiri Mottinu)""","Santhosh Keshav, Lekha R. Nair, Pushpavathy, Vandana Menon",,,
Nakshathrangale Kaaval,1,"""Ilakozhinja Tharunirakal""","P. Jayachandran , P. Madhuri",O. N. V. Kurup,,
Nakshathrangale Kaaval,2,"""Kaashithumbe""",Vani Jairam,O. N. V. Kurup,,
Nakshathrangale Kaaval,3,"""Nakshathrangale""",K. J. Yesudas,O. N. V. Kurup,,
Nalla Thanka,,"""Rathnam Vithachaal""","P. Leela , Janamma David",,,
Nalla Thanka,,"""Mahesha Maayamo""",Augustine Joseph,,,
Nalla Thanka,,"""Pathiye Daivam""",Mrs Kuruvilla,,,
Nalla Thanka,,"""Sodara Bandhamathonne""","P. Leela, Vaikkom Mani",,,
Nalla Thanka,,"""Imbamerum Ithalaakum""",Augustine Joseph,,,
Nalla Thanka,,"""Manoharamee Raajyam""",P. Leela,,,
Nalla Thanka,,"""Shambho Shambho Shivane""",Vaikkom Mani,,,
Nalla Thanka,,"""Kripaalo Valsaraakum""",P. Leela,,,
Nalla Thanka,,"""Ammathan Prema Soubhaagya""",P. Leela,,,
Nalla Thanka,,"""Shambho Njan""",P. Leela,,,
Nammal,1,"""Enkaralil""","Afsal , Franco , Chorus",,,
Nammal,2,"""Ennamme""",K. J. Yesudas,,,
Nammal,3,"""Sukhamaani Nilavu""","Vidhu Prathap , Jyotsna",,,
Nammal,4,"""Kaathu Kaathoru""","Pushpavathi, Balu, Gopan, Sunil",,,
Nammal,5,"""Sooryane""","M. G. Sreekumar , Rajesh Vijay",,,
Nammal,6,"""Sukhamaani Nilavu""",Jyotsna,,,
Nammal Thammil,1,"""Junile Nilaamazhayil""","K. J. Yesudas , Sujatha Mohan",,,
Nammal Thammil,2,"""Junile Nilaamazhayil""",Sujatha Mohan,,,
Nammal Thammil,3,"""Kabadi Kabadi""","Afsal , Rimi Tomy",,,
Nammal Thammil,4,"""Pottu Thottu""",Madhu Balakrishnan,,,
Nammal Thammil,5,"""Priyane Urangiyille""",Sujatha Mohan,,,
Nammal Thammil,6,"""Siyonaa Sithaarin""","Ranjini Jose , Vidhu Prathap",,,
Nammal Thammil,7,"""Uyire Urangiyille""",K. J. Yesudas,,,
Nammude Naade,1,"""Enteyee Poonkudil""",K. J. Yesudas,O. N. V. Kurup,,
Nammude Naade,2,"""Madanappoonkula Pole""",K. S. Chithra,O. N. V. Kurup,,
Nammude Naade,3,"""Malayamaarutha Gaanalapam""",K. J. Yesudas,O. N. V. Kurup,,
Nammude Naade,4,"""Nammude Naadine""",M. G. Sreekumar,O. N. V. Kurup,,
Nanayam,1,"""Ghanashyaama Varnnaa Kanna""",Vani Jairam,Yusufali Kechery,,
Nanayam,2,"""Hai Murari"" (Bit)",Vani Jairam,Yusufali Kechery,,
Nanayam,3,"""Maankidaave Vaa""","K. J. Yesudas , P. Susheela",Yusufali Kechery,,
Nanayam,4,"""Pom Pom"" (Bit)","Vani Jairam, Unni Menon",Yusufali Kechery,,
Nanayam,5,"""Pom Pom Ee Jeeppinu Madamilaki""","K. J. Yesudas, P. Jayachandran",Yusufali Kechery,,
Nanayam,6,"""Pranaya Swaram Hrudaya Swaram""","P. Jayachandran, Krishnachandran",Poovachal Khader,,
Nanayam,7,"""Pranayaswaram Hridayaswaram"" (Bit)","P. Susheela, P. Jayachandran",Poovachal Khader,,
Nandanam,,"""Sreelavasantham""",Dr. K.J. Yesudas,,,
Nandanam,,"""Manassil""","M.G. Sreekumar , Radhika Thilak",,,
Nandanam,,"""Aarum""","P. Jayachandran , Sujatha",,,
Nandanam,,"""Mouliyil""",K. S. Chithra,,,
Nandanam,,"""Gopike""",Dr. K.J. Yesudas,,,
Nandanam,,"""Karmukil""",K.S. Chithra,,,
Nandanam,,"""Aarum""",Sujatha,,,
Nandanam,,"""Manassil""",M.G. Sreekumar,,,
Nandi Veendum Varika,1,"""Nishaagandhi Poothu Chirichu""",K. S. Chithra,Chunakkara Ramankutty,,
Nandi Veendum Varika,2,"""Punishment Engum Punishment""","K. J. Yesudas , Chorus, C. O. Anto",Chunakkara Ramankutty,,
Nandini Oppol,1,"""Innallo Poothirunal""",K. J. Yesudas,O. N. V. Kurup,,
Nandini Oppol,2,"""Innallo Poothirunal""","K. J. Yesudas, K. S. Chithra",O. N. V. Kurup,,
Nandini Oppol,3,"""Mylanji""",S. Janaki,O. N. V. Kurup,,
Naradhan Keralathil,1,"""Dhoomam Vallaatha Dhoomam""",K. J. Yesudas,P. Bhaskaran,,
Naradhan Keralathil,2,"""Hare Raama""",Srikanth,P. Bhaskaran,,
Naradhan Keralathil,3,"""Nandavanathile Sougandhikangale""","Vani Jairam , Lathika",P. Bhaskaran,,
Naradhan Keralathil,4,"""Vidyaavinodini""",K. J. Yesudas,P. Bhaskaran,,
Narendran Makan Jayakanthan Vaka,,Aaraarumariyaathoru Omanakkauthukam,K. J. Yesudas,,,
Narendran Makan Jayakanthan Vaka,,"""Ammayum Nanmayum""","Sujatha Mohan , chorus",,,
Narendran Makan Jayakanthan Vaka,,"""Karutha Raavinte"" (F)",K. S. Chithra,,,
Narendran Makan Jayakanthan Vaka,,"""Karutha Raavinte"" (M)",G. Venugopal,,,
Narendran Makan Jayakanthan Vaka,,"""Vasantham Varna"" (F)","K. S. Chithra, chorus",,,
Narendran Makan Jayakanthan Vaka,,"""Vasantham Varna"" (M)","K. J. Yesudas, chorus",,,
Naseema,1,"""Achan Kombathu Amma Varambathu""",K. J. Yesudas,P. Bhaskaran,,
Naseema,2,"""Aruna Kirana Mani Gopura Vaathilil""",K. J. Yesudas,P. Bhaskaran,,
Naseema,3,"""Ennittum Neeyenne Arinjillallo""",S. Janaki,P. Bhaskaran,,
Nasrani,1,"""Eeran Meghame""",Manjari,,,
Nasrani,2,"""Kaanana Nizhalin""",Pradeep Palluruthy,,,
Nathi Muthal Nathi Vare,1,"""Karalinnum Karalaay"" (Bit)",S. Janaki,Chowalloor Krishnankutty,,
Nathi Muthal Nathi Vare,2,"""Maanathum Haalu""","K. J. Yesudas , S. Janaki, Chorus",Chowalloor Krishnankutty,,
Nathi Muthal Nathi Vare,3,"""Pradhamaraavil""",,Chowalloor Krishnankutty,,
Nathoon,1,"""Kaarthika Njaattuvela""","K. J. Yesudas , Chorus",Sreekumaran Thampi,,
Nathoon,2,"""Kavilathu Kannoru""",S. Janaki,Sreekumaran Thampi,,
Nathoon,3,"""Oru Kannil Oru Kadal""","K. J. Yesudas, L. R. Anjali",Sreekumaran Thampi,,
Nathoon,4,"""Sathyathin Chirakodinju""",K. J. Yesudas,Sreekumaran Thampi,,
Nathoon,5,"""Yesumaathave""",S. Janaki,Sreekumaran Thampi,,
Nattuchakkeruttu,1,"""Veene Mani Veene""",P. Madhuri,Devadas,,
Navavadhu,1,"""Ammayum Nee""",P. B. Sreenivas,Vayalar Ramavarma,,
Navavadhu,2,"""Eeshwarante Thirumozhi""",K. J. Yesudas,Vayalar Ramavarma,,
Navavadhu,3,"""Priyathama Priyathama""","P. B. Sreenivas, Chorus",Vayalar Ramavarma,,
Navavadhu,4,"""Priye Nin Pramadavanathil""",K. J. Yesudas,Vayalar Ramavarma,,
Navavadhu,5,"""Raathriyam Rambhaykku""",L. R. Eeswari,Vayalar Ramavarma,,
Nayakan,1,"""Akaashamevide""","K. J. Yesudas , C. O. Anto , Kannur Salim",Balu Kiriyath,,
Nayakan,2,"""Enthinaanee Kalla Nanam""","Kannur Salim, Leena Padmanabhan",Balu Kiriyath,,
Nayakan,3,"""Sreedeviyaay""","K. J. Yesudas, Leena Padmanabhan",Balu Kiriyath,,
Nayakan,4,"""Suhaasam""",S. Janaki,Balu Kiriyath,,
Nayam Vyakthamakkunnu,1,"""Paadoo Thalipoo""","Sujatha Mohan, G. Venugopal",Kaithapram,,
Nazhikakkallu,1,"""Chandanathottililla""",S. Janaki,Sreekumaran Thampi,,
Nazhikakkallu,2,"""Chempavizhachundil""",P. Jayachandran,Sreekumaran Thampi,,
Nazhikakkallu,3,"""Ee Maruboovil"" (Chandanathottililla )",S. Janaki,Sreekumaran Thampi,,
Nazhikakkallu,4,"""Etho Raavil""",S. Janaki,Sreekumaran Thampi,,
Nazhikakkallu,5,"""Kaneerilalle Jananam""",Kamukara,Sreekumaran Thampi,,
Nazhikakkallu,6,"""Kaneerilalle Jananam"" (Bit)",Kamukara,Sreekumaran Thampi,,
Nazhikakkallu,7,"""Nin Padangalil""","P. Jayachandran, T. R. Omana",Sreekumaran Thampi,,
Nee Varuvolam,,"""Ee Thennalum""",,,,
Nee Varuvolam,,"""Thaane Poliyum...""",,,,
Nee Varuvolam,,"""Poonilaavo...""",,,,
Nee Varuvolam,,"""Thaane Poliyum""",,,,
Nee Varuvolam,,"""Thaane Poliyum Kaithiri Poleh""",,,,
Neela Kurinji Poothappol,1,"""Mele Nandanam Poothe""","S. Janaki , Krishnachandran",Kavalam Narayana Panicker,,
Neela Kurinji Poothappol,2,"""Thaazhe Veenu Maanam""",Lathika,Kavalam Narayana Panicker,,
Neela Sari,1,"""Aareda Valiyavan""",P. Jayachandran,Cheri Viswanath,,
Neela Sari,2,"""En Priyamuraliyil""",K. J. Yesudas,Pappanamkodu Lakshmanan,,
Neela Sari,3,"""Kaashmeera Sandhyakale""",K. J. Yesudas,Pappanamkodu Lakshmanan,,
Neela Sari,4,"""Paarvana Sasikala""","Ambili , Srikanth",Pappanamkodu Lakshmanan,,
Neela Sari,5,"""Priyadarsini Nin""",S. Janaki,Pappanamkodu Lakshmanan,,
Neela Sari,6,"""Thapaswini Unaroo""",K. J. Yesudas,Pappanamkodu Lakshmanan,,
Neelagiri,1,Karukanaambum,"K. S. Chithra , Chorus",,,
Neelagiri,2,Kilipaadumetho,"K. S. Chithra, Chorus",,,
Neelagiri,3,Kilipadumetho,"K. J. Yesudas , Chorus",,,
Neelagiri,4,Manjuveena,"K. J. Yesudas, Sujatha Mohan",,,
Neelagiri,5,Mele Maanathe Theru,K. J. Yesudas,,,
Neelagiri,6,Ponnarali,"M. G. Sreekumar , K. S. Chithra",,,
Neelagiri,7,Thumbi Nin,K. S. Chithra,,,
Neelakannukal,1,"""Allimalarkkilimakale""",P. Madhuri,O. N. V. Kurup,,
Neelakannukal,2,"""Kallolinee Vana Kallolinee""",P. Jayachandran,O. N. V. Kurup,,
Neelakannukal,3,"""Kavitha Kondu Nin Kanneeroppuvaan""",Chandrabhanu,O. N. V. Kurup,,
Neelakannukal,4,"""Kuttaalam Kuliraruvi""",K. J. Yesudas,Vayalar Ramavarma,,
Neelakannukal,5,"""Marikkaan Njangalkku Manassila""","K. J. Yesudas, P. Madhuri, Chorus",Vayalar Ramavarma,,
Neelakannukal,6,"""Mayooranarthanamaadi""",K. J. Yesudas,Vayalar Ramavarma,,
Neelakannukal,7,"""Viplavam Jayikkatte""","K. J. Yesudas, P. Madhuri",Vayalar Ramavarma,,
Neelakuyil,,"""Ellarum Chollanu, Ellarum Chollanu""",Janamma David,,,
Neelakuyil,,"""Kayalarikaathu Vala Erinjappol""",K. Raghavan,,,
Neelakuyil,,"""Unarunaroo Unnikanna""",Shantha P. Nair,,,
Neelakuyil,,"""Kadalasu Vanchi Eri""",Kozhikode Pushpa,,,
Neelakuyil,,"""Maanennum Vilikkilla""",Mehboob (singer),,,
Neelakuyil,,"""Kuyiline Thedi""",Janamma David,,,
Neelakuyil,,"""Engane Nee Marakkum Kuyile""",Kozhikode Abdul Kader,,,
Neelathamara,1,"""Anuraga Vilochananayi""",,,,4:36
Neelathamara,2,"""Neelathamare""",,,,4:24
Neelathamara,3,"""Pakalonnu""",,,,4:51
Neelathamara,4,"""Entho Mudo""",,,,2:57
Neelathamara,5,"""Needhaya Radha""",,,,3:11
Neethipeedam,1,"""Daivam Manushyanaay""",K. J. Yesudas,Yusufali Kechery,,
Neethipeedam,2,"""Poovinu Vannavano""",P. Madhuri,Yusufali Kechery,,
Neethipeedam,3,"""Pularkalam""",K. J. Yesudas,Yusufali Kechery,,
Neethipeedam,4,"""Viplava Gaayakare""",P. Jayachandran,Bharanikkavu Sivakumar,,
Neeyethra Dhanya,1,"""Arikil Nee Undaayirunnenkil""",K. J. Yesudas,,,
Neeyethra Dhanya,2,"""Bhoomiye Snehicha""",P. Madhuri,,,
Neeyethra Dhanya,3,"""Kunkumakkalppadavuthorum""",R. Usha,,,
Neeyethra Dhanya,4,"""Nishaagandhi Neeyethra Dhanya""",K. J. Yesudas,,,
Neeyethra Dhanya,5,"""Pularikal Sandhyakal""",K. J. Yesudas,,,
Neeyo Njaano,1,"""Etho Oru Ponkinaavaay""",K. J. Yesudas,Sathyan Anthikkad,,
Neeyo Njaano,2,"""Kaadupoothathu""","S. Janaki , C. O. Anto",Sathyan Anthikkad,,
Neeyo Njaano,3,"""Thaamarappoonkaattupole""","P. Jayachandran , Kausalya",Sathyan Anthikkad,,
Neeyo Njaano,4,"""Thenmullappoove""",S. Janaki,Sathyan Anthikkad,,
Neram Pularumbol,1,"""Ente Manveenayil""",K. J. Yesudas,O. N. V. Kurup,,
Neram Pularumbol,2,"""Kannikkathirmani""",P. Susheela,O. N. V. Kurup,,
Nerariyum Nerathu,1,"""Orupaadu Swapnangal""","K. J. Yesudas , S. Janaki",Ezhacheri Ramachandran,,
Nerariyum Nerathu,2,"""Panchaara Panchaayathil""","C. O. Anto , Krishnachandran",Ezhacheri Ramachandran,,
Nerariyum Nerathu,3,"""Premakala Devathamarude""",S. Janaki,Ezhacheri Ramachandran,,
Nettippattam,1,"""Chothikozhunne""","K. S. Chithra , Balagopalan Thampi, Chorus",Bichu Thirumala,,
Nettippattam,2,"""Hariyum Sreeyum""",Balagopalan Thampi,Bichu Thirumala,,
Nidra,1,"""Dhanya Nimishame""",K. J. Yesudas,Yusufali Kechery,,
Nidra,2,"""When You Are A Stranger""",Antony Isaac,Pinson Correya,,
Night Duty,1,"""Aayiram Mukhangal""",K. J. Yesudas,Vayalar Ramavarma,,
Night Duty,2,"""Anthimalarikal Poothu""",K. J. Yesudas,Vayalar Ramavarma,,
Night Duty,3,"""Innu Ninte Youvanathinezhazhaku""","L. R. Eeswari , Ambili , Sreelatha Namboothiri",Vayalar Ramavarma,,
Night Duty,4,"""Manassoru Devikshethram""","K. J. Yesudas, P. Susheela",Vayalar Ramavarma,,
Night Duty,5,"""Pushpasaayaka Nin""",P. Susheela,Vayalar Ramavarma,,
Night Duty,6,"""Sreemahaaganapathi""","Chorus, Jayashree, Sreelatha Namboothiri",Vayalar Ramavarma,,
Night Duty,7,"""Vilwamangalam Kandu""",S. Janaki,Vayalar Ramavarma,,
Nilavinte nattil,1,"""Aattakkuruvi""",S. Janaki,Kavalam Narayana Panicker,,
Nilavu,,"""Raavin Nilaa Mazha Keezhil""",K. S. Chithra,,,
Nilavu,,"""Ariyathe Onnum Parayaathe""",G. Venugopal,,,
Nilavu,,"""Title Music""","Unnikrishnan, Kiran",,,
Nimishangal,1,"""Mullapperiyaarinnu""",S. Janaki,P. Bhaskaran,,
Nimishangal,2,"""Vaadiya Neelakkaadukal""",K. J. Yesudas,P. Bhaskaran,,
Ninakku Njaanum Enikku Neeyum,1,"""Aayiram Raathri Pularnnaalum""",P. Jayachandran,Chirayinkeezhu Ramakrishnan Nair,,
Ninakku Njaanum Enikku Neeyum,2,"""Dukhangal Ethuvare""",K. J. Yesudas,Pappanamkodu Lakshmanan,,
Ninakku Njaanum Enikku Neeyum,3,"""Kalladikkum Ponnaliya""","P. Jayachandran, K. P. Brahmanandan",Chirayinkeezhu Ramakrishnan Nair,,
Ninakku Njaanum Enikku Neeyum,4,"""Veerabhageeradhan""",K. J. Yesudas,Pappanamkodu Lakshmanan,,
Ninamaninja Kalpadukal,1,"""Anuraaganaadakathin""",K. P. Udayabhanu,P. Bhaskaran,,
Ninamaninja Kalpadukal,2,"""Bhaarathamedini Potti Valarthiya""","M. S. Baburaj , P. B. Sreenivas",P. Bhaskaran,,
Ninamaninja Kalpadukal,3,"""Iniyaare Thirayunnu""",P. Leela,P. Bhaskaran,,
Ninamaninja Kalpadukal,4,"""Ithumaathram Ithumaathram""",P. Leela,P. Bhaskaran,,
Ninamaninja Kalpadukal,5,"""Kanyaathanayaa""","P. Leela, Punitha",P. Bhaskaran,,
Ninamaninja Kalpadukal,6,"""Maamalakalkkapurathu""",P. B. Sreenivas,P. Bhaskara,,
Ninamaninja Kalpadukal,7,"""Main To Ghunguru""",S. Janaki,Meera Bhajan,,
Ninamaninja Kalpadukal,8,"""Padinjaare Maanathulla""","P. Leela, P. B. Sreenivas",P. Bhaskaran,,
Ninnistham Ennishtam,1,"""Ilam Manjin Kulirumayoru"" (D)","K. J. Yesudas , S. Janaki",Mankombu Gopalakrishnan,,
Ninnistham Ennishtam,2,"""Ilam Manjin Kulirumayoru"" (M) (D)","K. J. Yesudas, S. Janaki",Mankombu Gopalakrishnan,,
Ninnistham Ennishtam,3,"""Naadangalaay Neevaroo""","K. S. Chithra , P. Jayachandran",Mankombu Gopalakrishnan,,
Ninnistham Ennishtam,4,"""Thumappookkaatil""","K. S. Chithra, P. Jayachandran",Mankombu Gopalakrishnan,,
Nirakkoottu,,"""Poomaaname""",K. S. Chithra,,,
Nirakkoottu,,G. Venugopal,,,,
Nirakkoottu,,K. G. Markose,,,,
Nirakkoottu,,"""Pranaya Sankalpame""","Vani Jairam , Satheesh Babu",,,
Nirakudum,,"""Chingavanathaazhathe""","K. J. Yesudas , L. R. Anjali",,,
Nirakudum,,"""Jeevithamennoru""",K. J. Yesudas,,,
Nirakudum,,"""Mannine Pankidunnu""",K. J. Yesudas,,,
Nirakudum,,"""Nakshathra Deepangal""",K. J. Yesudas,,,
Nirakudum,,"""Swarnathinenthinu""",P. Susheela,,,
Niram Marunna Nimishangal,1,"""Nanma Niranjori""","S. Janaki , Chorus",Bichu Thirumala,,
Niram Marunna Nimishangal,2,"""Omanakal""",S. Janaki,Bichu Thirumala,,
Niram Marunna Nimishangal,3,"""Sooryodayam Veendum Varum""","K. J. Yesudas , Chorus",Bichu Thirumala,,
Niramaala,1,"""Innaleyenna Sathyam""",K. J. Yesudas,Yusufali Kechery,,
Niramaala,2,"""Kanneerin Kavithayithe""",K. J. Yesudas,Yusufali Kechery,,
Niramaala,3,"""Mottuvirinju""",P. Madhuri,Yusufali Kechery,,
Niramaala,4,"""Parayaan Naanam""",P. Jayachandran,Yusufali Kechery,,
Niramaala,5,"""Ponaal Pokattum""",Padmanabhan,Yusufali Kechery,,
Niramaala,6,"""There Was A Tree""","L. R. Eeswari , Chorus",O. Ramdas,,
Niramulla Ravulkal,1,"""Prakaashamaay Manassil""",K. J. Yesudas,,,
Nirmalyam,,"""Panimathimukhi Bal..""",,Swathi Thirunal,,
Nirmalyam,,"""Thinthanam Tharo..""",,Edasseri,,
Nirmalyam,,"""Samayamay..""",,Edasseri,,
Nirmalyam,,"""Sreemahadevan Thante..""",,Edasseri,,
Nirthasala,1,"""Chirichathu Chilankayalla""",L. R. Eeswari,Sreekumaran Thampi,,
Nirthasala,2,"""Devavaahini""",K. J. Yesudas,Sreekumaran Thampi,,
Nirthasala,3,"""Madanaraajan Vannu""",B. Vasantha,Sreekumaran Thampi,,
Nirthasala,4,"""Manjaninja Madhumaasa""",S. Janaki,P. Bhaskaran,,
Nirthasala,5,"""Ponveyil""",K. J. Yesudas,Sreekumaran Thampi,,
Nirthasala,6,"""Sooryabimbam""",P. Jayachandran,Sreekumaran Thampi,,
Nirthasala,7,"""Udayasooryan""",K. P. Brahmanandan,P. Bhaskaran,,
Nishagandhi,1,"""Maniveena""",S. Janaki,ONV Kurup,,
Nishagandhi,2,"""Neelavaaname""",S. Janaki,O. N. V. Kurup,,
Nishagandhi,3,"""Neelavaaname"" (Pathos)",S. Janaki,O. N. V. Kurup,,
Nishagandhi,4,"""Nishaagandhi Nishaagandhi""",K. J. Yesudas,O. N. V. Kurup,,
Nishagandhi,5,"""Oru Palunkupaathram""",P. Susheela,O. N. V. Kurup,,
Nishagandhi,6,"""Paathivirinjoru""",K. J. Yesudas,O. N. V. Kurup,,
Nishagandhi,7,"""Poovaalankili Poovaalankili""",S. Janaki,ONV Kurup,,
Nishedhi,1,"""Daahaardrayaanu Njaan""",P. Susheela,,,
Nishedhi,2,"""Manassil Mizhikal""",K. J. Yesudas,,,
Nishedhi,3,"""Swapnangal Inacherum""","Vani Jairam , Krishnachandran",,,
Nivedyam,1,"""Kolakkuzhal Vili Keetto""",Vijay Yesudas Shweta Mohan,A. K. Lohithadas,,4:32
Nivedyam,2,"""Chittattinkaavil""",M. K. Sankaran Namboothiri,Bichu Thirumala,,4:24
Nivedyam,3,"""Kayampoovo""",Sudeep Kumar K. S. Chitra,Kaithapram Damodaran Namboothiri,,4:15
Nivedyam,4,"""Krishna Nee""",Sudha Ranjith,Traditional Song,,2:58
Nivedyam,5,"""Thamthakitta Theyyare""",Vijay Yesudas Pradeep Palluruthy,C. J. Kuttappan,,4:18
Nivedyam,6,"""Hey Krishna""",M. Jayachandran,Kaithapram Damodaran Namboothiri,,4:12
Nivedyam,7,"""Alaippayuthe""",Shweta Mohan K. Krishnakumar,Traditional Song,,3:32
Nivedyam,8,"""Lalithalavonga""",Sudeep Kumar Shweta Mohan K. S. Chitra M. Jayachandran,Traditional Song,,2:21
Nivedyam,1,"""Ammathan""",P. Madhuri,Sreekumaran Thampi,,
Nivedyam,2,"""Kavilathenikkoru""","P. Jayachandran , Vani Jairam",Mankombu Gopalakrishnan,,
Nivedyam,3,"""Mini Skirtkaari""",P. Jayachandran,Yusufali Kechery,,
Nivedyam,4,"""Paadasaram Aniyunna""","K. J. Yesudas , P. Madhuri",Chirayinkeezhu Ramakrishnan Nair,,
Nizhal Moodiya Nirangal,1,"""Kaliyarangil""",Vani Jairam,,,
Nizhal Moodiya Nirangal,2,"""Ormakal Paadiya""",K. J. Yesudas,,,
Nizhal Moodiya Nirangal,3,"""Oru Maalayil""","P. Susheela , Chorus",,,
Nizhal Moodiya Nirangal,4,"""Poomaram Oru Poomaram""",Vani Jairam,,,
Nizhal Yudham,1,"""Laasyam Swapnalaasyam",Vani Jairam,Devadas,,
Nizhal Yudham,2,"""Madhu Mozhiyo""","Vani Jairam, S. P. Balasubrahmanyam",Pappanamkodu Lakshmanan,,
Nizhal Yudham,3,"""Neeyente Azhakaayi""","K. J. Yesudas , P. Susheela",Devadas,,
Nizhal Yudham,4,"""Sapthaswararaagadhaarayil""",P. Susheela,Devadas,,
Nizhalattam,,"""Chillaattam Parakkumee""",P. Madhuri,,,
Nizhalattam,,"""Daaliyappookkale""",P. Susheela,,,
Nizhalattam,,"""Devadaasiyalla Njan""",L. R. Eeswari,,,
Nizhalattam,,"""Swargaputhri Navarathri""",K. J. Yesudas,,,
Nizhalattam,,"""Yakshagaanam Muzhangi""",P. Susheela,,,
Njaan Njaan Maathram,1,"""Kanakamanichilambu""",P. Susheela,P. Bhaskaran,,
Njaan Njaan Maathram,2,"""Maanathe Pookkadamukkil""","K. J. Yesudas , P. Madhuri",P. Bhaskaran,,
Njaan Njaan Maathram,3,"""Manushyanu""",K. J. Yesudas,P. Bhaskaran,,
Njaan Njaan Maathram,4,"""Nirangal""",K. J. Yesudas,P. Bhaskaran,,
Njaan Njaan Maathram,5,"""Rajanigandhikal""",K. J. Yesudas,P. Bhaskaran,,
Njan Ekananu,1,"""O Mridule"" (Sad)",K. J. Yesudas,Sathyan Anthikkad,,
Njan Ekananu,2,"""O Mrudule""",K. J. Yesudas,,,
Njan Ekananu,3,"""Pranaya Vasantham""","K. J. Yesudas, K. S. Chithra",Sathyan Anthikkad,,
Njan Ekananu,4,"""Rajani Parayu""",K. S. Chithra,Sathyan Anthikkad,,
